ACRNM__C,ABBREVIATION__C,BILLINGCITY,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,BILLINGSTREET,ID,INSTITUTION_SUB_TYPE__C,INSTITUTION_TYPE__C,NAME,OPPORTUNITIES__C,PHONE,PUBLIC_PRIVATE_SECTOR__C,RELATIONSHIP_WITH_THE_BANK__C,TYPE,WEBSITE
AR-NLS,,Buenos Aires,Argentina,,,MALABIA 1720 ENTREPISO,0011I00000cilwXQAQ,,Financial Institution,Nxtp Labs S.r.l.,0,5.41153E+11,Private Sector,,,http://www.nxtplabs.com/
AR-NXTP,NXTP Labs,Buenos Aires,Argentina,1414,,Sucre 1530 4to. piso of. 404 y 407. Belgrano,0011I00000cikdpQAA,,Business,Nxtp Labs,0,5.41153E+11,Private Sector,,,http://www.nxtplabs.com/about/
AR-OAA,OAA,Buenos Aires,Argentina,C1036AAL,,Bartolomé Mitre 648 (CP: C1036AAL) 1º piso Contrafrente,0011I00000cikJRQAY,,Government,Organismo Argentino de Acreditacion,0,1143493962,Public Sector,,,http://www.oaa.org.ar/
AR-ORBAS,ERAS,Buenos Aires,Argentina,C1023AAP,,Callao 982,0011I00000cikINQAY,,Government,Organismo Regulador Bonaerense de Aguas y Saneamiento,0,5.41148E+11,Public Sector,,,http://www.estrucplan.com.ar/secciones/organismos/orab/orab.asp
AR-OSI,,San Isidro,Argentina,B1642CKI,,Av. del Libertador 16199San Isidro,0011I00000cikg0QAA,,Foundation,Obispado de San Isidro,0,5.41147E+11,Private Sector,,,
AR-PARAGUAS,,Buenos Aires,Argentina,1426,,Ciudad de la Paz 1721,0011I00000cijo7QAA,,,Paraguas Club,0,1557251880,Private Sector,,,http://www.paraguasclub.org.ar/
AR-PCJ,FECOAGRO,San Juan,Argentina,,,"Belgrano 2767 Este, Casilla No. 286 (5411) Santa Lucía",0011I00000cikWaQAI,Business Association/Chamber,Business,Federacion de Cooperativas Agropecuariasde San Juan,0,5.52644E+11,Private Sector,,,http://www.fecoagro.com.ar
AR-PROMUJER,PMA,Salta,Argentina,A4400ANS,,20 de Febrero 854,0011I00000cijoKQAQ,,,Fundación Pro Mujer Argentina,0,5.43874E+11,Private Sector,,,www.promujer.org
AR-PYMAR,,,Argentina,,,,0011I00000cRwHXQA0,,Business,Fondo Pymar,0,,Private Sector,,,
AR-QUINE,,Buenos Aires,Argentina,,,,0011I00000cikJtQAI,,Business,Cooperativa Quine Raquizuam,0,,Private Sector,,,
AR-RADIM,,Buenos Aires,Argentina,,,"GRIBONE 1980, (1426) CIUDAD AUTÓNOMA /  Viamonte 1696 Piso 2 Oficina 6",0011I00000cijoHQAQ,Business Association/Chamber,Business,Red Argentina de Instituciones de Microcredito,0,45546018,Private Sector,,,http://www.reddemicrocredito.org/mision-vision-objetivos.html
AR-SAYDS,,,Argentina,C1004AAI,,"SAN MARTIN 459, 1. PISO",0011I00000cijIqQAI,,,Secretaría de Ambiente y Desarrollo Sustentable,0,54-11-4348-8377,,,,
AR-SDSA,,Buenos Aires,Argentina,C1004AAI,,San Martin 1401,0011I00000cikKnQAI,,Government,Secretaría de Desarrollo Sustentable y de Ambiente,0,5.41143E+11,Public Sector,,,http://www.ambiente.gov.ar/
AR-SORSUR,,La Rioja,Argentina,,,"9 de Julio y Los Andes, ChepesCASA NO. 19",0011I00000cik6ZQAQ,,Business,Sociedad Rural del Sur Riojano,0,5.43821E+11,Private Sector,,,
AR-SRA,,Buenos Aires,Argentina,1005,,FLORIDA 460,0011I00000cijz0QAA,,Financial Institution,Sociedad Rural Argentina,0,5.41143E+11,Private Sector,,,
AR-SSDUV,,,Argentina,,,AV. L. N. ALEM Nº 339 (C1000ZAA),0011I00000cijIrQAI,,,Subsecretaría de Desarrollo Urbano y Vivienda de Argentina,0,(O11) 4318-9425,,,,
AR-SSTG,,Buenos Aires,Argentina,C1035AAA,,Jefatura de Gabinete de Ministros AV. ROQUE SÁENZ PEÑA 511,0011I00000cikZ0QAI,,Government,Subsecretaría de Tecnologías de Gestión,0,5.41143E+11,Public Sector,,,http://www.jgm.gov.ar/sgp/paginas.dhtml?pagina=16
AR-ST,,Buenos Aires,Argentina,,,HIPOLITO IRIGOYEN 250 - PISO 12,0011I00000cijunQAA,,Government,Secretaria de Transporte,0,4349-7250,Public Sector,,,
AR-TGLT,CAP Ventures,Buenos Aires,Argentina,1425,,"Scalabrini Ortiz 3333, 1st floor, Palermo",0011I00000cijnzQAA,,Financial Institution,Fondo Tglt Ventures I,0,5.41153E+11,Private Sector,,,http://www.tglt.com/
AR-UAIAEE,IAE,Pilar,Argentina,B1629WWA,,Campus: Mariano Acosta s/n y Ruta Nacional 8,0011I00000cikImQAI,,Academic Institution,"Universidad Austral, Instituto de Altos Estudios Empresariales",0,5.42304E+11,Public Sector,,,http://www.iae.edu.ar/Paginas/IAE_Home.aspx
AR-UBA,,Buenos Aires,Argentina,C1053ABJ,,Viamonte 430,0011I00000cijoGQAQ,,Academic Institution,Universidad de Buenos Aires,0,,Public Sector,,,http://www.uba.ar/
AR-UC,CAUC,Córdoba,Argentina,,,Los Juries,0011I00000cikKVQAY,,Business,Cooperativa Agropecuaria Unión Campesina Ltda (Cauc),0,,Private Sector,,,
AR-UES,Univer. Siglo XXI,Córdoba,Argentina,5000,,"Sede Nueva Córdoba Ituzaingó 484,  Nueva CórdobaCabrera Km. 8 1/2, Camino a Pajas Blancas",0011I00000cijo1QAA,,Academic Institution,Universidad Empresarial Siglo Xxi,0,5.40351E+12,Private Sector,,,http://www.21.edu.ar/
AR-UIA,UIA,Buenos Aires,Argentina,C1085ABB,,Av. de Mayo 1147,0011I00000cijoEQAQ,Business Association/Chamber,Business,Union Industrial Argentina,0,5.41141E+11,Public Sector,,,http://www.uia.org.ar/index.do
AR-UNAS,,Bahía Blanca,Argentina,8000,,AVENIDA COLÓN 80,0011I00000cikZ2QAI,,Academic Institution,Universidad Nacional del Sur,0,5.40291E+11,Public Sector,,,http://www.uns.edu.ar/
AR-UNSAM,UNSM,San Martín De Los Andes,Argentina,1650,,"CAMPUS MIGUELETE, EDIFICIO DE GOBIERNO:, 25 DE MAYO Y FRANCIA.25 DE MAYO Y FRANCIA.",0011I00000cikYFQAY,,Academic Institution,Universidad Nacional de San Martin,0,40061500,Private Sector,,,http://www.unsam.edu.ar/
AR-UVITEC,,Córdoba,Argentina,X5000ACE,,5000 CORDOBA,0011I00000cikP3QAI,,Academic Institution,Universidad de Vinculacion Tecnologica de Cordoba,0,0351422 4353,Private Sector,,,http://www.uvitec.com.ar/
AR-VIRA,,Buenos Aires,Argentina,1429BCD,,Grecia 3025,0011I00000cikjjQAA,,Business,Vira Ventures s.a.,0,5.49113E+12,Private Sector,,,
AR-VRC,,San Fernando,Argentina,,,Irigoyen 6702 (ex Ruta 202)BUENOS AIRES,0011I00000cikXWQAY,,,Virreyes Rugby Club,0,5.41147E+11,Private Sector,,,http://vrc.org.ar/
AU-UNIDO,,,Austria,,,VIENNA INTERNATIONAL CENTRE - WAGRAMER STRAßE 5,0011I00000cijByQAI,,International Organization / Program,United Nations Industrial Development Organization,0,(43-1) 260 2600,Public Sector,,,
BA-AME,,Bridgetown,Barbados,BB15156,,"C/o Barbados Coalition of Service Industries Inc. (BCSI), Unit 2B, Building 3, Harbour Industrial Estate, 14 PINE PLANTATION ROAD,",0011I00000cikdEQAQ,,,Association Of Music Entrepreneurs Of Barbados,0,2464295357,Private Sector,,,http://www.amebarbados.org/
BA-BCCI,BCCI,Bridgetown,Barbados,BB14017,,"Braemar Court, Deighton Road BRIDGETOWN,",0011I00000cikdFQAQ,Business Association/Chamber,Business,Barbados Chamber Of Commerce And Industry,0,2464344750,Private Sector,,,http://www.barbadoschamberofcommerce.com/
BA-BCCUL,,Bridgetown,Barbados,,,1st Floor Co-operators General Insurance Building Upper Collymore Rock,0011I00000cijoNQAQ,Business Association/Chamber,Business,Barbados Cooperative And Credit Union League Ltd.,0,2464297075,Private Sector,,,http://barbadoscoopleague.org/
BA-BHS,BHS,Oistins,Barbados,BB17074,,Barbados Horticultural Society Balls,0011I00000cik5AQAQ,,,"Barbados Horticultural Society,inc",0,12464285889,Private Sector,,,http://horticulturebarbados.com/
BA-BHTA,BHTA,Bridgetown,Barbados,BB11114,,4TH AVENUE BELLEVILLE,0011I00000cikfTQAQ,Business Association/Chamber,Business,Barbados Hotel And Tourism Association,0,2466225041,Private Sector,,,http://www.bhta.org/
BA-BNPC,,Bridgetown,Barbados,BB11000,,"1st Floor, Enright House, Belleville",0011I00000cikK2QAI,,Government,Barbados National Productivity Council,0,12464369416,Mixed,,,http://www.artisanconnect.net/organizations/8199/#.U8aR__ldVCY
BA-BPA,,Bridgetown,Barbados,BB11142,,University Row Bridgetown,0011I00000cikHxQAI,,Government,Barbados Port Authority,0,2464346100,Public Sector,,,http://www.barbadosport.com/
BA-BPSA,BPSA,Bridgetown,Barbados,BB11190,,The Annex Geddes Grant Complex Whitepark Road,0011I00000cikQ7QAI,Business Association/Chamber,Business,Barbados Private Sector Association,0,12464306541,Private Sector,,,http://tradeteam.bb/
BA-BRI,,Holetown,Barbados,,,"FOLKESTONE, ST. JAMES",0011I00000cikiRQAQ,,Academic Institution,Bellairs Research Institute,0,2464222087,Private Sector,,,
BA-BSBA,,Bridgetown,Barbados,BB11144,,#1 PELICAN INDUSTRIAL PARKBB11144,0011I00000cikR1QAI,Business Association/Chamber,Business,Barbados Small Business Association,0,12462280162,Private Sector,,,http://www.sba.bb/
BA-BSFI,,,Barbados,,,,0011I00000cij3JQAQ,,Business,Barbados Sheep Farmers Inc,0,,Private Sector,,,
BA-BYBT,BYBT,Bridgetown,Barbados,BB11000,,"First Floor, Equity House,Pinfold Street",0011I00000cijoOQAQ,,,Barbados Youth Business Trust,0,2462282772,Private Sector,,,http://www.youthbusiness.bb/
BA-CARIBSAVE,CARIBSAVE,Bridgetown,Barbados,BB15156,,Hastings House - Balmoral GapCHRIST CHURCH,0011I00000cikYKQAY,,,The Caribsave Partnership,0,12464262042,Private Sector,,,www.intasave-caribsave.org
BA-CDB,CDB,Bridgetown,Barbados,BB14006,,"P.O. BOX 408, WILDEYWILDEY",0011I00000cikCqQAI,,International Organization / Program,Caribbean Development Bank,0,2464311600,Public Sector,,,http://www.caribank.org/
BA-CEDA,Caribbean Export,Bridgetown,Barbados,BB22026,,"1st Floor, Baobab Tower, WarrensP.O.Box 34B, BB14000",0011I00000cikJuQAI,Business Association/Chamber,Business,Caribbean Export Development Agency P.o. Box 34 B,0,12464360578,Mixed,,,http://www.carib-export.com
BA-CHA,,,Barbados,,,,0011I00000cij6WQAQ,,Business,Caribbean Hotel Association,0,,Private Sector,,,
BA-CRNM,,Haggatt Hall,Barbados,BB11063,,"1st Floor, Mall Internationale",0011I00000cikfpQAA,,Business,Caribbean Regional Negotiating Machinery,0,2.4643E+11,Private Sector,,,http://www.crnm.org
BA-CROSQ,,Warrens,Barbados,BB23028,,2nd Floor Baobab Towers,0011I00000cijz4QAA,,Government,Regional Organisation For Standards And Quality,0,12466227670,Public Sector,,,https://www.crosq.org/
BA-FCT,FCT,Edge Hill,Barbados,BB22118,,"The Future Centre Trust, Little Edgehill",0011I00000cikd6QAA,,,Future Centre Trust,0,12466252020,Private Sector,,,http://futurecentretrust.org/main/
BA-IDC,BIDC,Bridgetown,Barbados,BB 11000,,"P.O. Box 1250, Pelican House, Princess Alice HighwayPELICANT INDUSTRIAL PARK",0011I00000cik4lQAA,,Business,Barbados Industrial Development Corporation,0,2464275350,Public Sector,,,http://www.bidc.org/
BA-MCRO,,Bridgetown,Barbados,21921,,"Chancery House High Street Chelston Park, Collymore Rock",0011I00000cikfhQAA,,Business,Microinsurance Catastrophe Risk Organization,0,2464310070,Private Sector,,,http://www.microrisk.org/
BA-MFATIT,MFAFT,Bridgetown,Barbados,,,"Sherbourne Conference Centre, Two Mile Hill",0011I00000cikIeQAI,,Government,"Ministry Of Foreign Affairs, Tourism Andinternational Transport",0,12464307506,Public Sector,,,http://www.gov.bb/bigportal/vist/index.php?method=detail&cat=min&rnum=360&np=3
BA-MFEA,MFE,Warrens,Barbados,BB23028,,"3rd Floor, East Wing, Warrens Office Complex",0011I00000cijyuQAA,,Government,Ministry Of Finance And Economic Affairs,0,5.92E+19,Public Sector,,,http://www.gov.bb/bigportal/vist/index.php?method=detail&cat=min&rnum=361&np=3
BA-MICRO,,,Barbados,BB11000,,"2ND FLOOR, BUILDING 1, CHELSTON PARK, COLLYMORE ROCK",0011I00000cijEEQAY,,,Insurance Catastrophe Risk Organization,0,246-426-1525,,,,
BA-NAF,,Bridgetown,Barbados,,,"NO. 8, INDIAN RIVER MALL, HINCKS STREETHincks Street,",0011I00000cikdDQAQ,Business Association/Chamber,Business,Barbados National Union Farmers,0,2464289230,Private Sector,,,
BA-NDFB,,Bridgetown,Barbados,,,"SUITE 8, #1 FLOOR, WILDEY PLAZAWILDEY PLAZA",0011I00000cik5RQAQ,,,National Development Foundation Of Barbados,0,,Private Sector,,,
BA-SEB,,,Barbados,,,,0011I00000cij3dQAA,,Financial Institution,Securities Exchange Of Barbados,0,,Private Sector,,,
BA-THI,TEN Habitat,Holetown,Barbados,,,8 South Ridge,0011I00000cikj9QAA,,,Ten Habitat Inc.,0,2462626082,Private Sector,,,http://www.tenhabitat.com/
BA-UWICH,,Bridgetown,Barbados,BB11000,,"UNIVERSTY PROJECT IMPLEMENTATION UNIT, C/O BURSAR'S OFFICEC/O BURSAR'S OFFICE",0011I00000cikQ6QAI,,Academic Institution,University Of West Indies,0,2464174295,Public Sector,,,http://www.cavehill.uwi.edu/
BA-WID,,,Barbados,,,"MELBOURNE, BELMONT RD",0011I00000ciiz1QAA,,Business,"Women In Development, Limited",0,,Private Sector,,,
BE-INCOFIN,INCOFIN,Antwerp,Belgium,2610,,"SNEEUWBESLAAN 20, PB 2B-2610 Antwerp",0011I00000cikdrQAA,,Business,Incofin Investment Management Comm Va,0,3238292536,Private Sector,,,https://www.incofin.com/
BH-BAIC,,Nassau,Bahamas,,,"OLD TRAIL ROAD, OPP. BTVI",0011I00000cikilQAA,,Government,Bahamas Agricultural And Industrial Corporation,0,2423963725,Mixed,,,
BH-BAPA,,Nassau,Bahamas,,,250 Kings Court - Paradise Island,0011I00000cijoSQAQ,Business Association/Chamber,Business,Bahamas Agriculture Producers Association,0,2423222028,Private Sector,,,http://www.bahamaslocal.com/showlisting/1414/Bahamas_Agricultural_Producers_Association.html
BH-BCA,,Nassau,Bahamas,N-9286,,"CHAMBER OF COMMERCE BUILDING, 2 COLLINS, AVENUE, P.O. BOX N-9286AVENUE, P.O. BOX N-9286, NASSAU",0011I00000cikYGQAY,Business Association/Chamber,Business,Bahamian Contractors' Association,0,2423222145,Private Sector,,,http://www.bahamascontractors.org/
BH-BCC,,Nassau,Bahamas,N665,,"Shirley St & Collins Ave , P.O. Box N665P.O. Box N665",0011I00000cikQ8QAI,Business Association/Chamber,Business,Bahamas Chamber Of Commerce,0,2423222145,Private Sector,,,http://www.thebahamaschamber.com/
BH-BCL,BCL,Nassau,Bahamas,SS6314,,"Oakes Field & Russell Road , P.O. Box SS6314P.O. Box SS6314",0011I00000cikIqQAI,,,Bahamas Cooperative League,0,2423020100,Private Sector,,,http://www.bahamascoop.com
BH-BFSB,,Nassau,Bahamas,,,"Montague Sterling Centre (MSC), 2nd Floor - East Bay StreetOOR. P.O. BOX N-1764",0011I00000cijoRQAQ,,Business,Bahamas Financial Services Board,0,2423937001,Private Sector,,,http://www.bfsb-bahamas.com/
BH-BHA,,Nassau,Bahamas,N 7799,,"East Bay Street - P.O. Box N-7799N'S BAY,P.O. BOX N-3318",0011I00000cijoPQAQ,Business Association/Chamber,Business,Bahamas Hotel Association,0,2425024200,Private Sector,,,http://www.bhahotels.com/
BH-BHTC,,Nassau,Bahamas,,,,0011I00000cikE7QAI,,Business,The Bahamas Hotel Training Council,0,,Private Sector,,,
BH-BNT,BNT,Nassau,Bahamas,N-4105,,"P. O. Box N-4105 - The Retreat, Village RoadVillage Road",0011I00000cijoQQAQ,,,Bahamas National Trust,0,2423931317,Private Sector,,,http://www.bnt.bs/
BH-DFBH,,Nassau,Bahamas,,,P.O. BOX 7693,0011I00000cikRbQAI,,,The Development Foundation Of The Bahamas,0,,Private Sector,,,
BH-HFL,,Nassau,Bahamas,,,P.O. BOX N. 8883,0011I00000cik5mQAA,,,Hopedale Foundation Limited,0,,Private Sector,,,
BH-MANGO,,Nassau,Bahamas,P.O. Box N-386,,"16 Parliament Street,",0011I00000cikZKQAY,,Business,Transfer Solutions Providers Ltd. (Tsp) Mango Card,0,2423946761,Private Sector,,,http://www.getamango.com
BH-MTA,,Nassau,Bahamas,,,Manx Building West Bay Street,0011I00000cikCOQAY,,Government,Ministerio de Transporte y Aviación,0,2423282701,Public Sector,,,
BH-NAFCO,,Nassau,Bahamas,,,P.O. BOX AB 20768,0011I00000cikPAQAY,,Business,North Abaco Fishing Cooperative,0,2424750565,Private Sector,,,www.northabacocooperative.com
BH-OMNI,,,Bahamas,,,#16 PARLIAMENT STREET,0011I00000cijL5QAI,,Financial Institution,Omni Financial Group Limited,0,-7396,,,,
BH-SOUTH ANDROS COOP,,Nassau,Bahamas,N-3028,,"East Bay, SOUTH ANDROS P.O.Box N-3028",0011I00000cik4kQAA,Producer association,Business,South Andros Cooperative Society,0,2423563152,Private Sector,,,http://iadb.webdamdb.com/viewphoto.php?imageId=1796560&albumId=45696
BH-TCBH,,,Bahamas,,,,0011I00000cijKMQAY,,,Tc-Idb Office In Bahamas,0,,,,,
BL-BCB,CBB,Belize City,Belize,,,"PO Box 852Belize City, Belize",0011I00000cikD6QAI,,Financial Institution,Banco Central de Belice,0,15012236194,Public Sector,,,www.centralbank.org.bz
BL-BCCI,,,Belize,,,,0011I00000cijKzQAI,,,Belize Chamber Of Commerce And Industry,0,,,,,
BL-BCGA,,Dangriga,Belize,,,"MILE 9, STAN CREEK VALLEY ROAD7, DANGRIGA",0011I00000cijoVQAQ,Business Association/Chamber,Business,Belize Citrus Growers Association,0,15015223585,Private Sector,,,http://www.belizecitrus.org/
BL-BCUL,BCUL,Belize City,Belize,99999,,"#88 Victoria Street, P.O. Box 397",0011I00000cijoWQAQ,,International Organization / Program,Belize Credit Union League,0,5012230495,Private Sector,,,http://www.belizecreditunionleague.org/
BL-BELTRAIDE,BELTRAIDE,Belmopan,Belize,,,"14 Orchid Garden StreetBelmopan, Cayo",0011I00000cikBxQAI,,Government,Belize Trade And Investment Development Service,0,15018223737,Public Sector,,,http://www.belizeinvest.org.bz
BL-BIM,BIM,Belize City,Belize,,,"2090 Chancellor Ave, BelizeBelize City, Belize",0011I00000cikDxQAI,,Academic Institution,Belize Institute Of Management,0,15012233055,Private Sector,,,https://plus.google.com/118443807244877018850/about?gl=pt&hl=pt-PT
BL-BL,,Belize City,Belize,PO Box 291,,4792 Coney Drive,0011I00000cikjLQAQ,Business Association/Chamber,Business,Belize,0,50122353330,Mixed,,,www.belize.org
BL-BLPA,,Belmopan,Belize,,,MILE 47.5 GEORGE PRICE HIGHWAY,0011I00000cikjfQAA,Business Association/Chamber,Business,Belize Livestock Producers Association,0,5018223883,Private Sector,,,www.belizelivestock.org
BL-BTB,,,Belize,,,"LOWER FLAT, NEW HORIZON INVESTMENT BUILDING 3 1/2 NOTHERN HIGHWAY",0011I00000cijKhQAI,,,Belize Tourism Board,0,(501) 223-1910,,,,
BL-BTIA,BTIA,Belize City,Belize,,,"#10 North Park Street, P.O. Box 62",0011I00000cijoTQAQ,Business Association/Chamber,Business,Belize Tourism Industry Association,0,15012271144,Private Sector,,,http://www.btia.org/
BL-ICAB,,Belize City,Belize,,,NO 12 EYRE STREET,0011I00000cijoXQAQ,,Government,Institute Of Cultural Affairs,0,00501-22-77583,Public Sector,,,
BL-ICB,,Belize City,Belize,,,#16 Daly Street,0011I00000cikerQAA,,Business,Insurance Coorporation Of Belize,0,5012245328,Private Sector,,,http://www.icbinsurance.com/
BL-JTB,BTB,Belize City,Belize,,,"64 Regent StreetBelize City, Belize",0011I00000cikJgQAI,,Government,Junta de Turismo de Belice,0,5012272420,Public Sector,,,www.travelbelize.org
BL-LICU,,Orange Walk,Belize,501,,5 PARK STREET,0011I00000cikdRQAQ,,Financial Institution,La Inmaculada Credit Union,0,5013222358,Private Sector,,,http://www.licu.org/
BL-MHPS,,Belmopan,Belize,,,"EAST BLOCK, INDEPENDENCE HILL",0011I00000cikJMQAY,,Government,Ministry Of Health And Public Services,0,15018222325,Public Sector,,,http://www.health.gov.bb/
BL-MW,,Belize City,Belize,,,POWER LANE,0011I00000cikCeQAI,,Government,Ministry Of Works And Trnsportation,0,,Public Sector,,,
BL-NATDEVFOUNBE,,Belize City,Belize,,,P.O. BOX 1210,0011I00000cikWjQAI,,,National Development Foundation Of Belize,0,5012231132,Private Sector,,,
BL-PIJ,,,Belize,,,,0011I00000cij5BQAQ,,Government,Plan de Iniciacion para la Juventud,0,,Public Sector,,,
BL-PUC,PUC,Belize City,Belize,,,"41 Gabourel Lane, P.O. Box 300Belize City, Belize",0011I00000cik75QAA,,Government,Public Utility Commission,0,5012234938,Public Sector,,,http://www.puc.bz/
BL-SIRDI,SIRDI,Corozal,Belize,,,"BUENA VISTA, COROZAL, MILE 66 PHILLIP GOLDSON HIGHWAY",0011I00000cikfvQAA,,,Sugar Industry Research And Development Institute,0,5013223141,Mixed,,,www.sirdi.bz
BL-TCGA,,Punta Gorda,Belize,,,"Main Middle St / P.O. Box 160, Main StreetTOWN, TOLEDO DISTRICT, BELIZE",0011I00000cikYpQAI,Business Association/Chamber,Business,Toledo Cocoa Growers Association,0,7222992,Private Sector,,,http://tcgabelize.com/ ( page not available) Info: https://www.facebook.com/pages/Toledo-Cacao-Growers-Association/265800890153463
BL-TTCU,,Punta Gorda,Belize,,,"Queen Street , P.O. BOX 95Punta Gorda Town",0011I00000cikf7QAA,,Financial Institution,Toledo Teachers Credit Union Ltd,0,5017222522,Private Sector,,,http://ttcupg.com/
BL-YBTB,YBTB,Belize City,Belize,,,57 Corner Prince & Albert Street,0011I00000cijoUQAQ,,,Youth Bysiness Trust Belize Ltd,0,5012271356,Private Sector,,,http://www.youthbusiness.bz/
BO-A&A,,La Paz,Bolivia,,,"CALLE MIGUEL DE CERVANTES # 2750, SOPOCACHI",0011I00000cilwWQAQ,,Foundation,Fundacion Ayuda en Accion en Bolivia,0,59122442420,Private Sector,,,
BO-ACLO,,Sucre,Bolivia,,,"CALLE LOA 602 - Esq. Arenales, CASILLA 538",0011I00000cik4SQAQ,,,Fundacion Accion Cultural Loyola,0,59146462213,Private Sector,,,http://aclo.org.bo
BO-AEA,,La Paz,Bolivia,,,"Calle Miguel de Cervantes 2750, SopocachiSopocachi",0011I00000cijomQAA,,,Fundación Ayuda en Acción,0,59122421092,Private Sector,,,www.ayudaenaccion.org
BO-AESA,,Santa Cruz De La Sierra,Bolivia,,,Av. Nicolas Suárez # 3210 4º An,0011I00000cijp6QAA,,Business,"Aguas del Este, s.a.",0,59133645644,Private Sector,,,
BO-AGROCAP,AGROCAPITAL,Cochabamba,Bolivia,,,"Calle Nataniel Aguirre No.S-0669, Casilla 5901Casilla 5901",0011I00000cijohQAA,,,Fundacion Agrocapital,0,59144501250,Private Sector,,,http://www.agrocapital.org.bo/
BO-AIGACAA,COPROCA,El Alto,Bolivia,12344,,10 TH PUERTO DE ILO AV. EL PORVENIR ZONE (EL ALTO)Zona El Porvenir (El Alto),0011I00000cikRJQAY,Business Association/Chamber,Business,Asociacion Integral de Ganaderos de Camelidos de los Andes Altos,0,59122852040,Private Sector,,,http://www.coprocabolivia.com/
BO-ANED,ANED,La Paz,Bolivia,12528,,"Calle Rosendo Gutiérrez No. 679, esquina E. Finot.",0011I00000cijzyQAA,,,Asociacion Nacional Ecumenica de Desarrollo,0,59122418716,Private Sector,,,http://www.aned.org/
BO-ARADO,,Cochabamba,Bolivia,,,CASILLA 17-10,0011I00000cik4rQAA,,Business,Accion Rural Agricola de Desarrollo Organizado,0,,Private Sector,,,
BO-ASAR,ASAR,Cochabamba,Bolivia,1714,,"Av. Blanco Galindo Km. 5,5. Zona Coña CoñaCASILLA 1714",0011I00000cik4WQAQ,Business Association/Chamber,Business,Asociacion de Servicios Artesanales y Rurales,0,59144370447,Private Sector,,,http://www.desec.web.bo/
BO-ASOHFRUT,ASOHFRUT,Santa Cruz De La Sierra,Bolivia,,,3° Anillo Interno - Mercado AbastoCASILLA C.P. 1427,0011I00000cik5DQAQ,Business Association/Chamber,Business,Asociacion de Horticultores y Fruticultores,0,59133528857,Private Sector,,,http://www.cao.org.bo/sitio/index.php/afiliados/item/15-asohfrut
BO-ASOPROF,ASOPROF,Santa Cruz De La Sierra,Bolivia,3086,,"Calle Motacú N° 2470; Av. AlemanaZONA HAMACAS, CUARTO ANILLO",0011I00000cik6mQAA,Business Association/Chamber,Business,Asociacion Nacional de Productores de Frijol,0,3.43363E+13,Private Sector,,,http://www.asoprof.com/
