ACRNM__C,ABBREVIATION__C,BILLINGCITY,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,BILLINGSTREET,,CREATEDBYID,CREATEDDATE,DESCRIPTION,INSTITUTION_SUB_TYPE__C,INSTITUTION_TYPE__C,LASTMODIFIEDBYID,LASTMODIFIEDDATE,NAME,OPPORTUNITIES__C,PHONE,PUBLIC_PRIVATE_SECTOR__C,RELATIONSHIP_WITH_THE_BANK__C,TYPE,WEBSITE
AR-FBPBA,,Buenos Aires,Argentina,C1072AAH,,"Bernardo de Irigoyen 330, Piso 1Piso 1 (C1072AAH)",,0051I000000Pt9NQAS,2018-10-04T15:00:44.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:24.000Z,Fundacion Banco de la Provincia de Buenos Aires,0,1143312070,Private Sector,,,http://www.fundacionbapro.org.ar/index.php
AR-FCANE,FCANE,Buenos Aires,Argentina,1602,,Av. Las Heras 1646,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,"Fundacion Cane, Argentina",0,5.41E+11,Private Sector,,,http://www.proargentina.gov.ar/documentos/act_capacitacion/DOC232.pdf
AR-FDCC,FUNDECCH,Presidencia Roque Sáenz Peña,Argentina,,,Mauricio Jaján 582,,0051I000000Pt9NQAS,2018-10-04T15:00:44.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,Fundacion para el Desarrollo Centro-Chaqueno,0,5.44E+11,Private Sector,,,http://www.fundecch.org.ar/
AR-FDLC,,Sunchales,Argentina,S2322,,Santa Fé 33 Entrepiso,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fundación de la Cuenca,0,3493422996,Private Sector,,,http://www.fundaciondelacuenca.org.ar/
AR-FEG,,Buenos Aires,Argentina,C1002,,"Av. Rivadavia 893, Piso 2º402, APTDO. POSTAL 2686",,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,"Nuestros propósitos institucionales están fijados estatutariamente, y son: investigar, desarrollar, transmitir, promover y fomentar todo lo relacionado con la competitividad global de las empresas argentinas, de manera de hacer frente a la problemática de la internacionalización y globalización, con el fin de esclarecer (por medio de encuentros y conocimientos) el logro de consensos en la comunidad, que mejoren la calidad de vida del conjunto de los habitantes de Argentina sin distinción de sectores sociales.",,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fundación Empresa Global,0,5.41E+11,Private Sector,,,http://www.feg.org.ar/
AR-FEM,,Mendoza,Argentina,M5500,,Avenida Pedro Molina 471,,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,"Federacion Economica de Mendoza, Argentina",0,5.43E+11,Private Sector,,,http://www.femza.org.ar/public/index.php/index/contacto; https://plus.google.com/103394199243140006748/about?gl=pt&hl=en
AR-FEPA,,Rawson,Argentina,U9103,,"Marcos A. Zar 413 - 2º Piso, Puerto Madryn",,0051I000000Pt9NQAS,2018-10-04T15:01:15.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:36.000Z,Fundacion Empresaria de la Patagonia,0,5.43E+11,Private Sector,,,http://www.fepat.org.ar/
AR-FGARANTIZAR,,Buenos Aires,Argentina,C1041,,"SARMIENTO 663, PISO 2, 3 Y 6",,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fundación Garantizar el Desarrollo,0,5.41E+11,Private Sector,,,http://www.garantizar.com.ar
AR-FGP,,Tigre,Argentina,1617,,Av. Hipólito Yrigoyen 288 - General PachecoGeneral Pacheco,,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Fundación General Pacheco,0,5.41E+17,Private Sector,,,http://www.fundaciongp.org.ar
AR-FIDFFPL,,,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T14:51:03.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Fundacion Interamericana Desarrollo y Formacion Fondos Pensiones Laborales,0,,Private Sector,,,
AR-FIE,FIE GP,Buenos Aires,Argentina,C1408FVF,,Ventura Bosch 7118LINIERS,,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Fie Gran Poder,0,5.41E+11,Private Sector,,,http://www.fiegranpoder.com.ar/
AR-FIEL,FIEL,Buenos Aires,Argentina,C1054,,Córdoba 6374,,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,"Fundacion de Investigaciones Economicas Latinoamericanas, Argentina",0,5.41E+11,Private Sector,,,http://www.fiel.org/
AR-FIS,Emprenda,Buenos Aires,Argentina,C1408,,Av. Rivadavia 11.618 Piso 1,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,“Generar y fortalecer relaciones crediticias duraderas con personas de trabajo para crecer juntos.”,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fis Empresa Social s.a.,0,5446425802,Private Sector,,,http://www.emprenda.com.ar/
AR-FJ,,Buenos Aires,Argentina,,,"CALLAO 215SEPTIMO ""L"" 1022",,0051I000000Pt9NQAS,2018-10-04T15:00:44.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:24.000Z,Fundacion Juntos,0,,Private Sector,,,
AR-FL,,Rosario,Argentina,S2000,,"Mitre 170, Rosario",,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fundacion Libertad,0,5.43E+11,Private Sector,,,http://www.libertad.org.ar/
AR-FMAYO,,,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T14:51:03.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Fundacion Banco Mayo,0,,Private Sector,,,
AR-FNC,,Buenos Aires,Argentina,C1001AAB,,Leandro N. Alem 693 | 4° Piso,,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,Fundacion Premio Nacional a la Calidad,0,5.41E+11,Private Sector,,,http://www.premiocalidad.org.ar/abre_contactenos.html
AR-FONCAP,FONCAP,Buenos Aires,Argentina,C1067AAC,,Perú 143 - Piso 11Ciudad Autónoma de Buenos Aires,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,"FONCAP es una institución de carácter público-privado cuya misión es contribuir al desarrollo de las Microfinanzas en la Argentina, facilitando el acceso a servicios microfinancieros para microempresarios y/o pequeños productores en situación de vulnerabilidad social, a través de la transferencia de recursos, conocimientos y capacidades a instituciones intermedias.",,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fondo de Capital Social Foncap s.a.,0,5.41E+11,Private Sector,,,http://www.impulsoargentino.com.ar/
AR-FORTALECER,Fortalecer,Buenos Aires,Argentina,C1070,,"Piedras 383, Piso 2ºCiudad Autónoma de Buenos Aires",,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,"Fundacion Fortalecer, Argentina",0,5.41E+11,Private Sector,,,http://www.fortalecer.com.ar/
AR-FPSST,,Buenos Aires,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T15:01:06.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Fundacion para la Promocion de la Salud Seguridad en el Trabajo,0,,Private Sector,,,
AR-FPT,,Buenos Aires,Argentina,C1173AAB,,Sanchez de Bustamante 54 54,,0051I000000Pt9NQAS,2018-10-04T15:01:15.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:36.000Z,Fundación Profesional para la Formación en el Transporte,0,5.41E+11,Private Sector,,,http://fpt.fadeeac.org.ar/contacto.php
AR-FPVS,FPVS,Buenos Aires,Argentina,1114,,Pte. J. E. Uriburu 1175,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,Contribuir a la solución del problema de la pobreza a través del mejoramiento de la vivienda y de las condiciones de vida de los sectores de menores ingresos.,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fundacion Pro Vivienda Social,0,5.41E+11,Private Sector,,,www.fpvs.org
AR-FS,,Buenos Aires,Argentina,C1003 ABB,,RECONQUISTA 46 2NDO PISO,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fuerza Solidaria,0,1143219919,Public Sector,,,www.fuerzasolidaria.gov.ar
AR-FSES,,,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T14:51:57.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fundación Ses (Sustainability-Educationsolidarity),0,,,,,
AR-FUE,,Córdoba,Argentina,5000,,"Caseros 621, 1º y 2º piso",,0051I000000Pt9NQAS,2018-10-04T15:12:36.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:23.000Z,Agencia para Desarrollo Economico de Cordoba y la Fundacion de Empresas,0,5.44E+11,Private Sector,,,http://www.adec.org.ar/
AR-FUNBANMUNMUJ,,Córdoba,Argentina,,,HIPOLITO YRIGOYEN 622(5000) CORDOBA,,0051I000000Pt9NQAS,2018-10-04T15:01:24.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:39.000Z,Fundacion Banco Mundial de la Mujer - Wwb Argentina,0,,Private Sector,,,
AR-FUNDA,FBC,Córdoba,Argentina,5000,,"Obispo Salguero 237, P.B., Local 1.BARRIO PARQUE VELEZ SARFIELD",,0051I000000Pt9NQAS,2018-10-04T15:01:15.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:39.000Z,Fundacion Banco de la Provincia de Cordoba,0,5.40E+12,Private Sector,,,http://www.fbco.com.ar
AR-FUNDACION CIDETER,,Las Parejas,Argentina,,,"Av 17 615, Las Parejas",,0051I000000Pt9NQAS,2018-10-04T15:01:15.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:36.000Z,Fundacion Cideter (Centro de Investigación y Desarrollo Tecnológico Regional),0,5.43E+11,Private Sector,,,http://www.cecma.com.ar/centro-tecnologico/index.php
AR-FUNDACIONICEI,,Buenos Aires,Argentina,C1034,,"Av. Rivadavia 2431, entrada 3, piso 4 oficina 9",,0051I000000Pt9NQAS,2018-10-04T15:01:24.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:39.000Z,Fundación Instituto Cooperación Económica Internacional,0,5.41E+11,Private Sector,,,http://www.iceimercosur.org.ar
AR-FUNDACIONSES,,Buenos Aires,Argentina,C1004ABO,,San Martín 575 Piso 6,,0051I000000Pt9NQAS,2018-10-04T15:01:24.000Z,"Trabajar por la inclusión educativa, social, política y económica de los adolescentes y jóvenes con menos oportunidades.",,,0051I000004QJ2KQAW,2019-06-14T19:47:39.000Z,Fundacion Ses,0,5.41E+11,Private Sector,,,http://www.fundses.org.ar/contacto.html
AR-FUNDAPAZ,,Buenos Aires,Argentina,1031,,Castelli 12 2º AOFICINA 322 (1378),,0051I000000Pt9NQAS,2018-10-04T15:00:44.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:24.000Z,Fundacion para el Desarrollo en Justiciay Paz,0,5.41E+11,Private Sector,,,http://www.fundapaz.org.ar
AR-FUNDESACENTRCHAQ,,Presidencia Roque Sáenz Peña,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T15:12:36.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:23.000Z,Fundacion para el Desarrollo del Centro Chaqueno,0,5.44E+11,Private Sector,,,
AR-FUSAT,FUSAT,Buenos Aires,Argentina,C1077AAL,,"Virrey Cevallos 520, 2do pisoCiudad Autónoma de Buenos Aires",,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fundación Social Aplicada al Trabajo,0,5.41E+11,Private Sector,,,http://www.fusat.org/07.htm
AR-GABABAB,,Buenos Aires,Argentina,1038,,Tte. Gral. Juan Domingo Peron 4071038 BUENOS AIRES,,0051I000000Pt9NQAS,2018-10-04T15:01:24.000Z,,,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:39.000Z,Banco de Galicia y Buenos Aires,0,5.41E+11,Private Sector,,,http://www.bancogalicia.com/
AR-GADIS,,Buenos Aires,Argentina,1429BBU,,O'Higgins 3809,,0051I000000Pt9NQAS,2018-10-04T15:01:06.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Grupo Analisis y Desarrollo Institucional y Social,0,5.41E+11,Private Sector,,,http://www.gadis.org.ar/
AR-GAFISUD,GAFISUD,Buenos Aires,Argentina,C1005AAS,,Florida 939 Piso 10,,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,International Organization / Program,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,"Grupo de Accion Financiera para America del Sur, Argentina",0,5.41E+11,Public Sector,,,http://www.gafisud.info/
AR-HOGRUR,,Mendoza,Argentina,M5500,,"Rioja N° 2772Cavagnaro, Coquimbito, Maipú",,0051I000000Pt9NQAS,2018-10-04T15:00:44.000Z,,Producer association,Business,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,"Cooperativa de Transformacion,provision,y Comercializacion Hogar Rural Ltda.",0,,Private Sector,,,
AR-IADBBAR,,,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Oficina del Banco en Argentina,0,,,,,
AR-IBATIN,IBATIN,Monteros,Argentina,4142,,Ruta Nacional 38 Km. 758MONTEROS,,0051I000000Pt9NQAS,2018-10-04T15:00:44.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,"Coop.agropecuaria de Provision,transfor.comercializacion y Consumo Ibatin Ltda",0,5.40E+12,Private Sector,,,
AR-ICEI,,Buenos Aires,Argentina,C1213ACA,,"VIAMONTE 2795 2º PISO,",,0051I000000Pt9NQAS,2018-10-04T15:01:24.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:39.000Z,Instituto de Cooperacion Economica Internacional,0,54 11 4962 4229,Private Sector,,,
AR-IMOFCO,,Buenos Aires,Argentina,C1042AAB,,Avenida Corrientes 1563,,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,"Instituto Movilizador de Fondos Cooperativos, Argentina",0,5.41E+11,Private Sector,,,http://www.imfc.coop/modules/contenido/index.php?numpag=16
AR-IMPULSAR,,Buenos Aires,Argentina,C1001,,AVENIDA LEANDRO N ALEM 661 PISO 1,,0051I000000Pt9NQAS,2018-10-04T15:00:35.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:24.000Z,Fundación Impulsar,0,5.41E+11,Private Sector,,,http://www.fundacionimpulsar.org.ar
AR-INCIDE,,Córdoba,Argentina,X5002IWE,,"Almirante Brown 245, Bº Alto AlbertiBARRIO ALTO ALBERDI",,0051I000000Pt9NQAS,2018-10-04T15:01:15.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:36.000Z,"Instituto para la Cultura, la Innovaciony el Desarrollo",0,5.44E+11,Private Sector,,,http://incide.org.ar/site/index.php/contacto/
AR-INTAL,,,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Instituto para la Integracion de Americalatina y el Caribe,0,,,,,
AR-INTIHUACA,,San Salvador De Jujuy,Argentina,Y4609,,AV. 19 DE ABRIL 749 - LOCAL E Esquina Lavalle-Monoblock,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Intihuaca s.a.,0,5.44E+11,Private Sector,,,http://www.mixmarket.org/mfi/intihuaca-bmm-argentina
AR-INVAP,,San Carlos De Bariloche,Argentina,8400,,Av. Cmte. Luis Piedrabuena 4950San Carlos de Bariloche,,0051I000000Pt9NQAS,2018-10-04T15:01:38.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:23.000Z,Fundacion Invap,0,5.43E+11,Private Sector,,,www.fundacioninvap.org.ar
AR-IPNA,,Buenos Aires,Argentina,C1406,,J.F. ARANGUREN 1551,,0051I000000Pt9NQAS,2018-10-04T15:00:44.000Z,,,,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,Fundacion Ipna,0,5.41E+11,Private Sector,,,http://www.fundacionipna.org.ar
AR-JGM,,,Argentina,,,AV J.A. ROCA 762 PISO 5,,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Jefatura de Gabinete de Ministros,0,43457384/5/6,,,,
AR-LEATID,,Buenos Aires,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,International Organization / Program,0051I000004QJ2KQAW,2019-06-14T19:47:26.000Z,Centro Latinoamericano Capacitacion e Investigacion Conduccion Institucional,0,,Private Sector,,,
AR-MEOSP,,Buenos Aires,Argentina,,,Hipólito Yrigoyen 250,,0051I000000Pt9NQAS,2018-10-04T15:00:55.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Ministerio de Hacienda Oficina Nacional de Credito Publico,0,43495000,Public Sector,,,http://www.mecon.gov.ar/
AR-MEYOSP,,,Argentina,,,HIPOLITO YRIGOYEN #250,,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Ministerio de Economia y Finanzas Publ,0,,,,,
AR-MJ,,,Argentina,,,AVENIDA GENERAL GELLY Y OBES 2289,,0051I000000Pt9NQAS,2018-10-04T14:51:50.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Ministerio de Justicia,0,,,,,
AR-MMAUV,,,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T14:50:52.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,"Ministerio de Medio Ambiente, Urbanismo y Vivienda",0,,Public Sector,,,
AR-MMORON,Morón,Munro,Argentina,B1708IHI,,San Martín 471Morón (Buenos Aires),,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,"Municipalidad de Morón, Argentina",0,1144897735,Public Sector,,,http://www.moron.gov.ar/
AR-MTSS,MTSS,Buenos Aires,Argentina,C1001AAO,,Av Leandro N. Alem 650,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,"Ministerio de Trabajo, Empleo y Seguri Dad Social",0,43105948,Public Sector,,,http://www.trabajo.gov.ar/
AR-MVF,,Buenos Aires,Argentina,1425,,Demaria 4474 piso 4,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Mark Ventures Fund,0,5.41E+11,Private Sector,,,http://markvc.com/our-fund.php
AR-NLS,,Buenos Aires,Argentina,,,MALABIA 1720 ENTREPISO,,0051I000000Pt9NQAS,2018-10-04T15:12:36.000Z,,,Financial Institution,0051I000004QJ2KQAW,2019-06-14T19:47:23.000Z,Nxtp Labs S.r.l.,0,5.41E+11,Private Sector,,,http://www.nxtplabs.com/
AR-NXTP,NXTP Labs,Buenos Aires,Argentina,1414,,Sucre 1530 4to. piso of. 404 y 407. Belgrano,,0051I000000Pt9NQAS,2018-10-04T15:01:33.000Z,"NXTP Labs is an acceleration program with an early-stage fund. We focus on Spanish-speaking technology startups that are pursuing global or regional opportunities. We provide seed funding, consulting services, hands-on advice, training and, most important, access to a top-notch network of mentors across Latin America, the US and Europe.",,Business,0051I000004QJ2KQAW,2019-06-14T19:47:18.000Z,Nxtp Labs,0,5.41E+11,Private Sector,,,http://www.nxtplabs.com/about/
AR-OAA,OAA,Buenos Aires,Argentina,C1036AAL,,Bartolomé Mitre 648 (CP: C1036AAL) 1º piso Contrafrente,,0051I000000Pt9NQAS,2018-10-04T15:01:06.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Organismo Argentino de Acreditacion,0,1143493962,Public Sector,,,http://www.oaa.org.ar/
AR-ORBAS,ERAS,Buenos Aires,Argentina,C1023AAP,,Callao 982,,0051I000000Pt9NQAS,2018-10-04T15:01:06.000Z,,,Government,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Organismo Regulador Bonaerense de Aguas y Saneamiento,0,5.41E+11,Public Sector,,,http://www.estrucplan.com.ar/secciones/organismos/orab/orab.asp
AR-OSI,,San Isidro,Argentina,B1642CKI,,Av. del Libertador 16199San Isidro,,0051I000000Pt9NQAS,2018-10-04T15:01:33.000Z,,,Foundation,0051I000004QJ2KQAW,2019-06-14T19:47:23.000Z,Obispado de San Isidro,0,5.41E+11,Private Sector,,,
AR-PARAGUAS,,Buenos Aires,Argentina,1426,,Ciudad de la Paz 1721,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,A place for work projects. This civil association aimed to connect merchants and unemployed professionals. Together they enhance their knowledge and experiences,,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Paraguas Club,0,1557251880,Private Sector,,,http://www.paraguasclub.org.ar/
AR-PCJ,FECOAGRO,San Juan,Argentina,,,"Belgrano 2767 Este, Casilla No. 286 (5411) Santa Lucía",,0051I000000Pt9NQAS,2018-10-04T15:01:24.000Z,,Business Association/Chamber,Business,0051I000004QJ2KQAW,2019-06-14T19:47:39.000Z,Federacion de Cooperativas Agropecuariasde San Juan,0,5.53E+11,Private Sector,,,http://www.fecoagro.com.ar
AR-PROMUJER,PMA,Salta,Argentina,A4400ANS,,20 de Febrero 854,,0051I000000Pt9NQAS,2018-10-04T15:00:19.000Z,"Pro Mujer proporciona a las mujeres de escasos recuros de América Latina, los medios para generarse el sustento y labrar un futuro para sus familias, a través de las microfinanzas, la capacitación en negocios y el apoyo en salud.",,,0051I000004QJ2KQAW,2019-06-14T19:47:16.000Z,Fundación Pro Mujer Argentina,0,5.44E+11,Private Sector,,,www.promujer.org
AR-PYMAR,,,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T14:50:11.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:10.000Z,Fondo Pymar,0,,Private Sector,,,
AR-QUINE,,Buenos Aires,Argentina,,,,,0051I000000Pt9NQAS,2018-10-04T15:01:06.000Z,,,Business,0051I000004QJ2KQAW,2019-06-14T19:47:29.000Z,Cooperativa Quine Raquizuam,0,,Private Sector,,,
